first_name,last_name,city,student_id,primary_phone_number,shop,year_of_graduation,counselor_id
Deborah,Ellison,Fairfax,1367,781-604-3762,Drafting,2015,103
Leandra,James,San Juan Capistrano,1368,781-915-1378,Cosmetology,2016,108
Fallon,Padilla,Fond du Lac,1369,781-136-5745,Automotive,2014,105
Abdul,Warren,Middletown,1370,781-893-1661,Carpentry,2013,101
Kaden,Copeland,Corpus Christi,1371,781-776-7725,Welding & Metal Fab,2016,106
Gay,Coleman,Batavia,1372,781-941-4632,Electronic Engineering Technology,2016,105
Darryl,Carpenter,Cedarburg,1373,781-707-0280,Allied Health,2015,105
Brody,Ball,Miami Gardens,1374,781-580-7014,Electrical,2014,104
Galvin,Hahn,Raleigh,1375,781-312-4189,Precision Machining,2014,102
Shay,Mathews,Troy,1376,781-113-4507,Electrical,2012,105
Megan,Rosales,Peabody,1377,781-228-9870,Carpentry,2015,103
Skyler,Singleton,Danville,1378,781-197-7748,Precision Machining,2016,101
Gavin,Mcconnell,Parker,1379,781-230-0121,Drafting,2016,108
Kieran,Forbes,Kenner,1380,781-915-2724,Electronic Engineering Technology,2014,106
Liberty,Fitzgerald,Wichita Falls,1381,781-927-4513,Culinary Art,2013,108
Jillian,Bartlett,Vail,1382,781-555-1840,Electrical,2014,103
Dean,Craft,New Castle,1383,781-544-9434,Computer IT,2013,105
Ralph,Hendrix,Butler,1384,781-284-4009,Precision Machining,2014,107
Julie,Knight,Pembroke Pines,1385,781-571-2124,Electrical,2014,101
Gareth,Kent,Racine,1386,781-294-7511,Graphic Communications,2013,101
Ivor,Ferrell,Davis,1387,781-983-2304,Drafting,2016,103
Cailin,Barrett,San Francisco,1388,781-139-5614,Drafting,2015,105
Jonas,Dunlap,Coos Bay,1389,781-315-3234,HVAC,2014,108
Quentin,Bowers,Lawndale,1390,781-870-3025,Drafting,2014,101
Knox,Walton,Macomb,1391,781-332-0479,Precision Machining,2012,107
Brittany,Vang,New Albany,1392,781-247-6429,Computer IT,2016,109
Renee,Preston,Beloit,1393,781-697-7839,Allied Health,2013,108
Noble,Hartman,St. Petersburg,1394,781-727-4071,Auto Body Collision Repair,2013,106
Dakota,Knapp,Christiansted,1395,781-489-0187,Computer IT,2015,105
Fallon,Campos,Lodi,1396,781-841-0923,Automotive,2015,100
Kirk,Larsen,Columbus,1397,781-927-2420,Drafting,2014,106
Ray,Guerra,Irving,1398,781-115-6665,Carpentry,2013,103
Aidan,Cummings,Lower Burrell,1399,781-961-6058,Automotive,2015,108
Gabriel,Delacruz,Council Bluffs,1400,781-855-8707,Automotive,2015,108
Ifeoma,Hobbs,McAlester,1401,781-713-0359,Culinary Art,2016,101
Tate,Hays,Woodward,1402,781-207-6423,Electronic Engineering Technology,2015,100
Kiona,Rutledge,Ketchikan,1403,781-966-8060,Auto Body Collision Repair,2014,101
Sandra,Roberts,Asheville,1404,781-740-2251,Cosmetology,2016,100
Hasad,Bell,West Hollywood,1405,781-640-3210,HVAC,2015,101
Christian,Gallagher,Saint Albans,1406,781-418-7182,Drafting,2015,100
Sybil,Gutierrez,Lakewood,1407,781-206-4337,Computer IT,2013,102
Ramona,Byers,Port Arthur,1408,781-697-4216,Auto Body Collision Repair,2014,104
Karyn,Horton,Manhattan Beach,1409,781-567-3748,Welding & Metal Fab,2015,100
Whoopi,Cote,Atlanta,1410,781-264-6192,HVAC,2015,108
Griffith,Wise,Moultrie,1411,781-566-4965,Allied Health,2012,102
Frances,Owens,West Haven,1412,781-737-1335,Drafting,2014,104
Kylynn,Hyde,Spartanburg,1413,781-750-0208,Cosmetology,2014,100
Quinlan,Frost,Jordan Valley,1414,781-498-9366,Automotive,2015,106
Austin,Floyd,Richmond,1415,781-678-4028,Culinary Art,2016,101
Hollee,Haney,Cleveland,1416,781-497-5251,Electronic Engineering Technology,2016,107
Harlan,Dickerson,Idaho Springs,1417,781-805-2476,Electronic Engineering Technology,2014,105
Jermaine,Wooten,Boise,1418,781-398-6125,Allied Health,2014,100
Hashim,Francis,Jersey City,1419,781-489-8801,Cosmetology,2014,103
Maya,Mccarthy,Idaho Springs,1420,781-294-5289,Welding & Metal Fab,2015,102
Riley,Coffey,Texas City,1421,781-762-3265,Electrical,2014,105
Elliott,Gross,New Orleans,1422,781-318-0277,Electrical,2014,106
Jared,Ewing,Forest Lake,1423,781-978-2145,Automotive,2013,109
Grant,Black,Newark,1424,781-261-5845,Allied Health,2012,109
Yvette,Sawyer,Wilmington,1425,781-318-6247,Cosmetology,2012,101
Zeus,Eaton,Jonesboro,1426,781-242-1224,Allied Health,2015,100
Allegra,Vance,Baldwin Park,1427,781-401-3355,Allied Health,2016,104
Athena,Gilmore,Naperville,1428,781-815-8052,Allied Health,2014,104
Robert,Cole,Newburyport,1429,781-510-6564,Precision Machining,2016,104
Oliver,Cote,Melrose,1430,781-469-2867,Graphic Communications,2015,100
Sopoline,Mcdonald,Macon,1431,781-459-0744,Precision Machining,2014,108
Marvin,Sweet,Martinsburg,1432,781-365-1214,Automotive,2015,100
Ashton,Stephens,Mandan,1433,781-942-5388,Allied Health,2012,108
Rosalyn,Butler,Weirton,1434,781-298-2741,Welding & Metal Fab,2016,109
Quon,Benson,Weirton,1435,781-417-2264,HVAC,2012,106
Kalia,Maldonado,Laramie,1436,781-653-3637,Electrical,2016,105
Echo,Cooke,Muncie,1437,781-831-3869,Computer IT,2014,106
Autumn,Sharpe,Michigan City,1438,781-580-7065,Automotive,2013,103
Cole,Key,Sunbury,1439,781-205-2807,Auto Body Collision Repair,2014,100
Mia,Hoover,Evanston,1440,781-276-3244,Electronic Engineering Technology,2014,100
Todd,Mathews,Signal Hill,1441,781-918-5516,HVAC,2014,105
Dominique,Hinton,La Crosse,1442,781-894-7526,Drafting,2014,107
Tatiana,Thornton,Eugene,1443,781-637-9827,Computer IT,2013,103
Rashad,Parrish,Roseville,1444,781-724-6172,Cosmetology,2013,102
Inga,Orr,Newport Beach,1445,781-109-8776,Cosmetology,2014,103
Preston,Potter,Bend,1446,781-103-5796,Carpentry,2016,107
Zelda,Whitaker,Hidden Hills,1447,781-436-1171,Precision Machining,2013,103
Caldwell,Tran,Concord,1448,781-988-9722,Drafting,2015,103
Shoshana,Erickson,Covina,1449,781-154-1461,Cosmetology,2012,104
Laurel,Shannon,Virginia Beach,1450,781-952-7848,Culinary Art,2014,101
Barry,Stevens,Glendale,1451,781-297-7766,Carpentry,2016,108
Stella,Stewart,Diamond Bar,1452,781-443-4376,Precision Machining,2015,102
Hayes,Mathews,Santa Clarita,1453,781-955-8472,Carpentry,2014,104
Cathleen,Wong,Frisco,1454,781-265-5235,Electronic Engineering Technology,2012,107
Bernard,Mann,Lynchburg,1455,781-819-9121,Drafting,2015,107
Katelyn,Jackson,Logan,1456,781-251-3061,Electronic Engineering Technology,2012,108
Beverly,Wheeler,Bell Gardens,1457,781-467-8120,Precision Machining,2013,100
Leilani,Copeland,Cape Girardeau,1458,781-629-6200,Precision Machining,2012,105
Winter,Norton,Laughlin,1459,781-494-9155,Electrical,2015,104
Celeste,Christian,Forrest City,1460,781-838-7931,Welding & Metal Fab,2014,104
Lewis,Stephenson,Lower Burrell,1461,781-259-3721,Electronic Engineering Technology,2013,100
Nigel,Lopez,Colorado Springs,1462,781-515-1913,Automotive,2016,100
Hedda,Heath,Union City,1463,781-968-6101,Allied Health,2014,107
acqueline,Gilbert,La Habra Heights,1464,781-424-7736,HVAC,2013,106
Cora,Johnston,New Orleans,1465,781-803-8371,Precision Machining,2015,101
Chastity,George,Lafayette,1466,781-260-4162,Graphic Communications,2013,107
Holmes,Flowers,Bismarck,1467,781-502-6468,Welding & Metal Fab,2013,100
Marsden,Stevenson,Richland,1468,781-824-2557,Auto Body Collision Repair,2012,106
Remedios,Finley,Hackensack,1469,781-953-5404,Welding & Metal Fab,2014,104
Colleen,Burnett,Kingsport,1470,781-110-8437,Auto Body Collision Repair,2013,105
Roary,Mccall,La Habra,1471,781-608-8239,Allied Health,2014,100
Nerea,Ware,Sierra Madre,1472,781-723-5782,Cosmetology,2015,101
India,Ward,Plainfield,1473,781-847-5452,Culinary Art,2016,109
Brian,Christian,Cedarburg,1474,781-382-6895,Cosmetology,2014,104
Jelani,Villarreal,Nevada City,1475,781-385-4066,Allied Health,2016,106
Vivien,Velez,Sister Bay,1476,781-132-5288,Graphic Communications,2013,102
Mona,Bush,Marquette,1477,781-810-7098,Electrical,2014,106
Ahmed,Gould,South Gate,1478,781-960-6854,Welding & Metal Fab,2014,109
Phillip,Austin,Cary,1479,781-957-9968,Precision Machining,2013,104
Maisie,Daniel,Springfield,1480,781-466-1680,Electronic Engineering Technology,2012,101
Unity,Klein,Dixon,1481,781-686-2045,Carpentry,2015,107
Sarah,Rhodes,Rocky Mount,1482,781-479-3219,Cosmetology,2012,100
Leah,Sears,Jeffersontown,1483,781-241-0284,Computer IT,2014,100
Jack,Thompson,Georgetown,1484,781-392-8779,Electronic Engineering Technology,2012,109
Mona,Buckner,Juneau,1485,781-955-4486,Drafting,2016,101
Daniel,Dominguez,Brooklyn Park,1486,781-439-1430,Electrical,2014,105
Hanae,Rocha,La Canada Flintridge,1487,781-866-0874,Computer IT,2015,100
Cruz,Green,Akron,1488,781-775-0508,Precision Machining,2012,108
Alea,Ramsey,Brea,1489,781-230-4701,Electrical,2015,103
Linda,Norris,Yonkers,1490,781-477-3485,Allied Health,2014,103
Merritt,Witt,Pocatello,1491,781-350-8202,Culinary Art,2013,105
Veronica,Hancock,Temple City,1492,781-372-9792,HVAC,2013,103
Akeem,Watts,Morgan City,1493,781-811-7500,Drafting,2012,107
Lucas,Phillips,Sault Ste. Marie,1494,781-801-8977,Electronic Engineering Technology,2013,102
Laura,May,Worland,1495,781-266-7346,Welding & Metal Fab,2012,109
Genevieve,Griffin,Rye,1496,781-870-4306,Drafting,2013,105
Zahir,Ferguson,Salt Lake City,1497,781-346-5744,Allied Health,2012,108
Chaim,Conway,McAlester,1498,781-940-9781,Computer IT,2012,108
Diana,Jackson,Steubenville,1499,781-355-4713,Precision Machining,2016,105
Melvin,Rocha,Clearwater,1500,781-789-0372,Graphic Communications,2013,109
Zane,Parks,Cruz Bay,1501,781-456-0388,Welding & Metal Fab,2012,100
Camilla,Sims,Saint Louis,1502,781-206-1785,Welding & Metal Fab,2015,100
Irma,Blankenship,Sandpoint,1503,781-728-8069,Cosmetology,2013,109
Linus,Vargas,Colorado Springs,1504,781-752-1608,Allied Health,2014,108
Graham,Mcleod,Lebanon,1505,781-483-9757,Allied Health,2016,101
Phyllis,Tyson,New Rochelle,1506,781-144-4098,Cosmetology,2012,108
Fulton,Haney,Albany,1507,781-131-8279,Culinary Art,2016,100
Buffy,Joyce,Claremore,1508,781-869-1091,Allied Health,2014,104
Ishmael,Pacheco,Vicksburg,1509,781-768-8106,Automotive,2015,102
Samuel,Paul,Richmond,1510,781-911-3810,Electrical,2016,103
Nerea,Murray,Eau Claire,1511,781-235-0029,Computer IT,2014,103
Alec,Hudson,Moreno Valley,1512,781-738-4016,Automotive,2014,105
Dexter,Carson,Knoxville,1513,781-967-9136,Drafting,2013,107
Kasimir,Hebert,Topeka,1514,781-694-8188,Drafting,2014,103
Byron,Kramer,Concord,1515,781-198-5371,Culinary Art,2015,105
Ori,Foster,Mequon,1516,781-689-7317,Cosmetology,2015,101
Samson,Holcomb,Citrus Heights,1517,781-626-3518,Culinary Art,2016,109
Oleg,Watts,Gold Beach,1518,781-374-1166,Culinary Art,2016,106
Kennan,Sutton,Santa Clarita,1519,781-976-6799,Electronic Engineering Technology,2014,102
Craig,Dickson,Batavia,1520,781-216-7047,HVAC,2012,100
Lee,White,Ruston,1521,781-849-0602,Allied Health,2015,100
Belle,Huffman,Columbia,1522,781-752-3401,Graphic Communications,2016,101
Lara,Contreras,Murfreesboro,1523,781-195-1468,Automotive,2015,103
Rashad,Hewitt,Great Falls,1524,781-934-5505,Cosmetology,2013,106
Rachel,Dominguez,Liberal,1525,781-297-9319,HVAC,2016,100
Chaim,Castro,Anaconda,1526,781-946-7619,Allied Health,2015,100
Grady,Frost,Covington,1527,781-121-2312,Automotive,2014,100
Colin,Rush,Gloversville,1528,781-843-1852,Welding & Metal Fab,2013,107
Ina,Bradshaw,Kankakee,1529,781-854-0378,Electronic Engineering Technology,2016,105
Quinn,Hawkins,Guanica,1530,781-460-7756,HVAC,2016,107
Rama,Delaney,Galveston,1531,781-918-7510,Automotive,2014,102
Lavinia,Branch,Belpre,1532,781-407-1300,Electrical,2016,103
Ivan,Lang,Ypsilanti,1533,781-902-4038,Electronic Engineering Technology,2014,104
Caryn,Olson,New Orleans,1534,781-669-0199,Culinary Art,2015,101
Raya,Sawyer,Simi Valley,1535,781-832-9086,Cosmetology,2016,108
Mason,Meadows,Anaheim,1536,781-631-3191,Graphic Communications,2015,103
Cathleen,Burris,Rome,1537,781-805-5650,Allied Health,2012,109
Blossom,Rosales,Altoona,1538,781-143-2600,Graphic Communications,2013,104
August,Gillespie,Signal Hill,1539,781-337-3173,Precision Machining,2014,100
Cole,Watts,Pittsburgh,1540,781-320-3595,Drafting,2013,109
Hilel,Bell,Saukville,1541,781-268-3556,Culinary Art,2012,107
Garrett,Melendez,Diamond Bar,1542,781-480-7999,Allied Health,2015,108
Cailin,Donovan,Little Falls,1543,781-421-7831,Electronic Engineering Technology,2013,109
Lyle,Solis,Chico,1544,781-359-4748,Welding & Metal Fab,2016,107
Brianna,Hardy,Parkersburg,1545,781-475-0663,HVAC,2016,106
Beverly,Reynolds,Bowling Green,1546,781-877-9043,Computer IT,2016,102
Igor,Hebert,Carbondale,1547,781-137-1180,Electronic Engineering Technology,2016,100
Ivana,Caldwell,Cairo,1548,781-993-3444,Automotive,2014,108
Murphy,Daugherty,Green Bay,1549,781-604-0259,Graphic Communications,2012,107
May,Sampson,Overland Park,1550,781-144-7683,Precision Machining,2015,100
Jacob,Donovan,Bismarck,1551,781-547-1241,Automotive,2013,108
Tarik,Hahn,Hawthorne,1552,781-103-5249,Carpentry,2013,102
Tashya,Whitehead,Fulton,1553,781-121-9659,Culinary Art,2016,101
Cameran,Foster,Pasco,1554,781-159-9520,Auto Body Collision Repair,2015,104
Hector,Byrd,Egg Harbor,1555,781-603-7308,Auto Body Collision Repair,2013,100
Clark,Hurst,Sturgis,1556,781-922-3350,Electrical,2016,101
Lance,Hogan,Scarborough,1557,781-678-8278,Computer IT,2013,101
Garrett,Moran,Mequon,1558,781-157-6952,Auto Body Collision Repair,2012,103
Malik,Higgins,Aliquippa,1559,781-681-9470,Carpentry,2014,100
Brett,Baxter,Hartford,1560,781-607-2478,Graphic Communications,2013,103
Venus,Roman,Costa Mesa,1561,781-822-9355,Graphic Communications,2015,109
Georgia,Sanford,Chicopee,1562,781-724-6965,Electrical,2016,101
Simone,Kirk,Lima,1563,781-523-8045,Cosmetology,2016,102
Reuben,Pitts,Taunton,1564,781-750-6051,Allied Health,2014,107
Keefe,Kirk,Bandera,1565,781-533-3010,Cosmetology,2012,101
Callum,Booker,Newton,1566,781-653-1046,Allied Health,2014,104
Lamar,Gaines,Princeton,1567,781-748-9545,Electrical,2012,101
Charity,Stanton,Pueblo,1568,781-320-8685,Allied Health,2013,103
Lionel,Bryan,Rochester,1569,781-819-0962,Computer IT,2013,109
Ingrid,Mooney,Vergennes,1570,781-982-5904,Electrical,2012,106
Wynter,Jennings,Santa Barbara,1571,781-486-8468,Precision Machining,2015,109
Buckminster,Nelson,Ephraim,1572,781-478-3268,Electronic Engineering Technology,2015,100
Colby,Cortez,Bridgeport,1573,781-199-2626,Computer IT,2012,100
Kerry,Tyson,Sioux Falls,1574,781-369-4805,Culinary Art,2012,108
Lillith,Gomez,Spokane,1575,781-848-4376,HVAC,2012,102
Macy,Buckley,Kennewick,1576,781-922-5603,HVAC,2015,106
Zena,Lynch,Isle of Palms,1577,781-166-6705,Electronic Engineering Technology,2013,102
Nicholas,Hooper,Huntington Beach,1578,781-510-5745,Graphic Communications,2012,107
Pearl,Clay,Fort Wayne,1579,781-355-9095,Computer IT,2012,107
Demetria,Shannon,Bozeman,1580,781-897-5108,Cosmetology,2013,100
Dana,Roth,Pasco,1581,781-683-9647,Graphic Communications,2015,108
Shay,Leach,Sioux Falls,1582,781-877-0546,Precision Machining,2015,100
Chantale,Abbott,Johnstown,1583,781-372-1209,Graphic Communications,2012,104
Alexis,Sexton,Gilbert,1584,781-953-1574,Graphic Communications,2013,104
Vivian,Singleton,Belleville,1585,781-584-5675,Cosmetology,2012,108
Arthur,Edwards,Watervliet,1586,781-163-0545,Graphic Communications,2015,102
Ferris,Pittman,Los Angeles,1587,781-372-3924,HVAC,2014,100
Ora,Clark,McAlester,1588,781-687-9522,Welding & Metal Fab,2014,106
Dahlia,Berry,Glendale,1589,781-153-7693,Allied Health,2015,106
Sharon,Fernandez,Brownsville,1590,781-577-7707,Allied Health,2015,108
Rudyard,Atkins,Springfield,1591,781-584-3158,Automotive,2013,100
Aretha,Hayden,Oil City,1592,781-203-9024,Automotive,2015,108
Dara,Alford,Monroe,1593,781-635-7728,Carpentry,2014,103
Xaviera,Kemp,Chino Hills,1594,781-329-5342,Welding & Metal Fab,2013,101
Hilel,Ewing,Beverly Hills,1595,781-974-9262,Precision Machining,2013,104
Thane,Benjamin,Fulton,1596,781-644-9759,Auto Body Collision Repair,2012,108
Lareina,Macias,Mayaguez,1597,781-589-4820,Graphic Communications,2016,107
Vaughan,Aguirre,Miami Beach,1598,781-613-2787,Drafting,2012,100
Noel,Thompson,Schenectady,1599,781-475-3709,Computer IT,2016,107
Ignacia,Serrano,Saukville,1600,781-897-5859,Cosmetology,2012,107
Dolan,Ellis,Brownsville,1601,781-817-2950,Automotive,2016,105
Ira,Shannon,Yazoo City,1602,781-996-1180,Welding & Metal Fab,2014,102
Harrison,Norris,DuBois,1603,781-657-1370,Automotive,2014,100
Laith,Salas,Huntington Park,1604,781-126-4981,Carpentry,2015,103
Neil,Parks,Davis,1605,781-211-7958,HVAC,2016,104
Conan,Roy,Chandler,1606,781-754-4265,Electrical,2013,107
Karen,Gillespie,New Britain,1607,781-110-2910,Culinary Art,2016,100
Keefe,Lindsay,Albany,1608,781-686-1122,Allied Health,2014,104
Flynn,Stafford,West Springfield,1609,781-370-8304,Carpentry,2016,109
Gwendolyn,Golden,Tucson,1610,781-283-5628,Welding & Metal Fab,2013,100
Velma,Bartlett,Sister Bay,1611,781-797-0362,Drafting,2015,100
Ila,Rasmussen,Newcastle,1612,781-495-3030,Cosmetology,2013,109
Quamar,Caldwell,Culver City,1613,781-892-2687,Computer IT,2014,106
Wallace,Fletcher,Cruz Bay,1614,781-660-3722,Cosmetology,2015,105
Lenore,Johnson,West Hollywood,1615,781-285-1177,Drafting,2012,103
Jack,Sampson,Nenana,1616,781-950-5007,Auto Body Collision Repair,2016,108
Keelie,White,Shelton,1617,781-301-6876,Auto Body Collision Repair,2015,100
Xyla,Vega,Alexandria,1618,781-878-3765,HVAC,2014,107
Brett,Decker,Ypsilanti,1619,781-590-5903,Drafting,2012,105
Timothy,Casey,La Palma,1620,781-671-6912,Graphic Communications,2015,107
Mohammad,Joyce,Commerce,1621,781-347-1617,Electrical,2015,103
Idola,Estes,Ithaca,1622,781-401-1533,HVAC,2014,109
Kristen,Gill,Grand Rapids,1623,781-116-5309,Computer IT,2013,100
Uma,Greer,Idaho Falls,1624,781-492-9250,HVAC,2014,100
Maggie,Guerra,Dalton,1625,781-372-1065,Graphic Communications,2014,104
Raven,Mcfarland,Hoboken,1626,781-813-4556,Culinary Art,2014,100
Walter,Horton,Seal Beach,1627,781-602-4662,HVAC,2016,107
Amela,Middleton,Hope,1628,781-504-4420,Computer IT,2016,100
Nerea,Jenkins,Mount Pleasant,1629,781-132-0065,Electronic Engineering Technology,2015,107
Carl,Fields,Hopkinsville,1630,781-903-6596,Computer IT,2016,109
Nelle,Perez,Brookings,1631,781-747-8717,Cosmetology,2014,103
Uta,Obrien,New Castle,1632,781-564-2358,Drafting,2012,107
Lamar,Morgan,Pierre,1633,781-919-8763,HVAC,2014,106
Jordan,Acevedo,Lima,1634,781-711-2782,Allied Health,2013,108
Keiko,Roberts,Jeffersontown,1635,781-230-6353,Drafting,2014,105
Kelsey,Moore,Aspen,1636,781-987-4615,Electrical,2013,101
Octavius,Conley,New London,1637,781-561-0218,HVAC,2014,100
Roary,Gibbs,Cortland,1638,781-863-5890,Computer IT,2015,103
Kelsey,Patterson,Astoria,1639,781-410-1420,Electronic Engineering Technology,2013,108
Mara,Lyons,Twin Falls,1640,781-121-6929,Electrical,2014,100
Cheyenne,Livingston,Los Angeles,1641,781-272-8318,Graphic Communications,2015,107
Dorothy,Kemp,Bismarck,1642,781-300-5557,Welding & Metal Fab,2016,101
Cade,Hopper,Agoura Hills,1643,781-817-0684,Culinary Art,2016,105
Tasha,Snyder,Suffolk,1644,781-189-1299,Automotive,2012,101
Kieran,Mccray,Palos Verdes Estates,1645,781-841-7207,Allied Health,2014,107
Colt,Gilbert,Paramount,1646,781-658-1140,Auto Body Collision Repair,2012,101
Madison,Foreman,Lexington,1647,781-971-1188,Drafting,2012,106
Cameran,Mccormick,Temple City,1648,781-170-6056,Carpentry,2013,103
Samantha,Meyers,Moore,1649,781-862-9200,HVAC,2013,106
Adena,Pope,Corry,1650,781-795-5513,Culinary Art,2015,106
Ima,Noble,Littleton,1651,781-190-0727,Automotive,2013,103
Tanek,Mccormick,Norfolk,1652,781-422-8978,Electronic Engineering Technology,2012,106
Plato,Waller,Valdosta,1653,781-121-9883,Electrical,2014,104
Cameran,Harding,Anchorage,1654,781-156-7558,Carpentry,2012,103
Brielle,Morrison,Reading,1655,781-811-9510,Computer IT,2013,102
Kalia,Sexton,Portland,1656,781-280-2471,Drafting,2013,102
Hedwig,Beard,Aguadilla,1657,781-242-6298,Precision Machining,2014,104
Regan,Navarro,Ada,1658,781-291-5017,Precision Machining,2016,109
Dara,Kirk,Gastonia,1659,781-197-8670,Precision Machining,2014,102
Dolan,Ortiz,Port Washington,1660,781-155-2093,Electronic Engineering Technology,2016,108
Wylie,Valentine,Newark,1661,781-738-0050,Allied Health,2013,109
Kimberly,Mckay,Visalia,1662,781-656-5433,Allied Health,2014,101
Chiquita,Hinton,Compton,1663,781-860-3299,Auto Body Collision Repair,2014,102
Lacota,David,Manassas Park,1664,781-466-6084,Drafting,2014,104
Tate,Faulkner,Winnemucca,1665,781-372-8972,Automotive,2014,102
Dora,Baldwin,Kalamazoo,1666,781-368-1884,Welding & Metal Fab,2014,100
Petra,Marshall,Signal Hill,1667,781-110-2155,Welding & Metal Fab,2012,107
Stewart,Marquez,Lexington,1668,781-214-9629,Carpentry,2015,103
Freya,Mckee,Lawrence,1669,781-471-2363,Graphic Communications,2015,109
Patricia,Burton,Mount Pleasant,1670,781-379-5349,Auto Body Collision Repair,2013,106
Maya,Velazquez,Seal Beach,1671,781-266-8721,Auto Body Collision Repair,2015,101
Cailin,Galloway,Dayton,1672,781-977-6657,Graphic Communications,2013,100
Rama,Miranda,Diamond Bar,1673,781-923-1561,Cosmetology,2013,104
Igor,Hyde,McAllen,1674,781-874-6366,HVAC,2013,102
Aspen,Stevens,Clarksville,1675,781-115-4612,Welding & Metal Fab,2012,106
Ralph,Blake,Pottsville,1676,781-529-5116,Welding & Metal Fab,2012,100
Deborah,Byers,Beckley,1677,781-517-3248,Allied Health,2015,107
Imelda,Gomez,Laconia,1678,781-944-2557,Precision Machining,2016,104
Frances,Allen,Sunnyvale,1679,781-665-0900,Automotive,2012,103
Nyssa,Moody,Norton,1680,781-150-3590,Drafting,2014,106
Angela,Hewitt,Modesto,1681,781-548-1052,Welding & Metal Fab,2015,104
Flavia,Simmons,Thibodaux,1682,781-624-6700,Automotive,2015,106
Kelsie,Gibson,Medford,1683,781-409-6882,Precision Machining,2015,109
Branden,Griffith,Pasadena,1684,781-302-8382,Precision Machining,2014,103
Philip,Figueroa,Alpharetta,1685,781-908-0453,Cosmetology,2016,106
Latifah,Dotson,Nome,1686,781-189-7096,Welding & Metal Fab,2013,100
Shelby,Hartman,Littleton,1687,781-130-6676,Drafting,2012,100
Carl,Velasquez,Pueblo,1688,781-427-2622,Automotive,2015,108
Joy,Hatfield,Newton,1689,781-747-9342,Precision Machining,2013,100
Macon,Mccoy,Vicksburg,1690,781-827-3631,HVAC,2015,102
Keefe,George,El Segundo,1691,781-562-1210,Welding & Metal Fab,2013,109
Murphy,Gilmore,Louisville,1692,781-397-7393,Electrical,2015,102
Hu,Glass,Florence,1693,781-861-5077,Automotive,2012,100
Desiree,Juarez,New Rochelle,1694,781-218-6414,Precision Machining,2014,107
Laurel,Huff,Peabody,1695,781-957-2034,Precision Machining,2013,108
Nyssa,Frazier,Alexandria,1696,781-687-2232,Allied Health,2016,102
Gage,Pearson,Monroe,1697,781-513-2438,Graphic Communications,2014,108
Aimee,Meyer,Healdsburg,1698,781-445-7112,Carpentry,2015,105
Candace,Pollard,Clearwater,1699,781-539-5939,Drafting,2012,100
Valentine,Hodges,Rockford,1700,781-822-9934,Drafting,2012,100
Jeremy,Hurley,Placentia,1701,781-967-8056,Precision Machining,2015,107
Geoffrey,Fernandez,El Cerrito,1702,781-342-7897,Electrical,2015,100
Callie,Rowland,Valdez,1703,781-445-7780,Welding & Metal Fab,2012,101
Xander,Green,Ada,1704,781-509-6889,HVAC,2013,101
Winifred,Hampton,Kenner,1705,781-955-8953,Allied Health,2013,109
Nayda,Richmond,Uniontown,1706,781-500-5443,Precision Machining,2013,100
Roary,Doyle,Homer,1707,781-252-9314,Computer IT,2014,107
Abdul,Booker,Calabasas,1708,781-631-4556,Precision Machining,2015,100
Bianca,Cervantes,Buena Park,1709,781-578-5891,Precision Machining,2015,100
Camille,Parrish,East Hartford,1710,781-641-7532,Culinary Art,2013,100
Juliet,Walker,Springfield,1711,781-967-0407,Electronic Engineering Technology,2016,102
Garrett,Rasmussen,Del Rio,1712,781-411-8097,HVAC,2012,104
Brent,Small,Warwick,1713,781-471-7430,Welding & Metal Fab,2012,102
Britanney,Merritt,Bentonville,1714,781-374-4638,Allied Health,2013,100
Gwendolyn,Hess,Bristol,1715,781-153-1145,Automotive,2013,105
Imani,Gibson,South Portland,1716,781-267-4085,Drafting,2015,103
Slade,Mcpherson,Fontana,1717,781-198-5266,Carpentry,2016,109
Cameron,Rowe,Titusville,1718,781-352-1152,Drafting,2014,106
Ciara,Oneill,Fort Wayne,1719,781-251-3305,Drafting,2015,106
Denton,Mitchell,Saint Joseph,1720,781-204-3775,Automotive,2013,107
Nerea,Nunez,Rancho Cucamonga,1721,781-643-9000,Drafting,2014,102
Denton,Melendez,Dunkirk,1722,781-309-0666,Computer IT,2016,107
Ezra,Warner,Shreveport,1723,781-830-0933,Allied Health,2014,103
Reese,Cleveland,Eufaula,1724,781-309-5983,Electrical,2012,108
Aimee,Boyer,Asheville,1725,781-553-3765,Welding & Metal Fab,2016,109
Porter,Coffey,Ada,1726,781-637-6482,Cosmetology,2012,107
Kyla,Lindsay,Guayama,1727,781-341-0516,Electronic Engineering Technology,2012,105
Nevada,Tucker,East Rutherford,1728,781-899-4527,Allied Health,2013,105
Halla,Burch,Rohnert Park,1729,781-922-6155,Electronic Engineering Technology,2014,107
Ivor,Sykes,Buena Park,1730,781-726-0340,Auto Body Collision Repair,2014,103
Christopher,Fuller,Clairton,1731,781-778-2609,Precision Machining,2014,100
Byron,Rocha,Statesboro,1732,781-321-4532,HVAC,2015,101
Zelda,Kline,Beaver Falls,1733,781-691-7799,Allied Health,2015,109
Geoffrey,Mcpherson,Fond du Lac,1734,781-624-6752,Automotive,2015,100
Catherine,Mccray,Little Rock,1735,781-223-5861,Drafting,2015,102
Rachel,Richard,Columbus,1736,781-952-0172,Carpentry,2015,107
